slope,subsample_len,mtld_thresholds,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
-1.12,50,0.84,0,7.222091069184387,4.620867188288505,4.660583507223844,33.60969789466197,15.487327141382869
-1.12,100,0.78,0,7.222091069184387,5.2343008247748495,5.240694143470529,59.21803561398411,21.6167494600432
-1.12,500,0.72,0,7.222091069184387,6.284051510034418,6.309537450904181,210.42961897591763,31.639240506329113
-1.12,1000,0.66,0,7.222091069184387,6.640420262182531,6.671950571938823,353.7940818269912,50.02343594202899
-1.12,2000,0.6,0,7.222091069184387,6.929702532133535,6.950995559412103,583.4439356655064,83.44495726495727
-1.12,50,0.84,1,7.18829453192314,4.615593331899172,4.675673553203452,33.702306641521865,15.99452229299363
-1.12,100,0.78,1,7.18829453192314,5.426416131408013,5.250261757304233,59.15813425655053,21.920344638949672
-1.12,500,0.72,1,7.18829453192314,6.373860266757104,6.286387909282506,206.79392960103897,31.826095238095235
-1.12,1000,0.66,1,7.18829453192314,6.597729655722487,6.621738586888875,345.41090142211306,51.144948979591845
-1.12,2000,0.6,1,7.18829453192314,6.887656453299509,6.876289128107092,565.639437843828,82.31850117096018
-1.12,50,0.84,2,7.206083640047853,4.796294532404535,4.661138684123843,33.58690141555042,15.488998459167952
-1.12,100,0.78,2,7.206083640047853,5.093749644904033,5.24408232753046,59.01948801996082,21.522838709677416
-1.12,500,0.72,2,7.206083640047853,6.257957532596301,6.293894472127498,208.89804806755487,31.3833
-1.12,1000,0.66,2,7.206083640047853,6.667175123916474,6.622441192603745,351.0462674373492,49.614499449944994
-1.12,2000,0.6,2,7.206083640047853,6.92267143070691,6.873858352089086,578.8363514801115,84.95798319327731
-1.12,50,0.84,3,7.22757278856166,4.481302837843719,4.640412330908522,33.65522279373733,15.013273273273274
-1.12,100,0.78,3,7.22757278856166,5.227519575317892,5.216294983910401,59.36014865763695,20.65702479338843
-1.12,500,0.72,3,7.22757278856166,6.301512384208536,6.285673783444737,211.6011848053475,29.95508982035928
-1.12,1000,0.66,3,7.22757278856166,6.679846098595535,6.633164164039152,356.20885506725733,47.650666666666666
-1.12,2000,0.6,3,7.22757278856166,6.906939837289658,6.926266920398849,588.4729135201396,80.92735924664395
-1.12,50,0.84,4,7.195085628743783,4.656331404973949,4.627254050387611,33.40012827526636,15.125567322239032
-1.12,100,0.78,4,7.195085628743783,5.125491439752416,5.2052086238510995,59.035348092294214,20.91213389121339
-1.12,500,0.72,4,7.195085628743783,6.278251082514625,6.265391990379929,211.17164378757164,29.245263157894733
-1.12,1000,0.66,4,7.195085628743783,6.592385555880725,6.6107146504401895,355.2752527446214,46.14456605222735
-1.12,2000,0.6,4,7.195085628743783,6.906420569452088,6.921148734708743,585.8472247136809,80.84096774193549
-1.12,50,0.84,5,7.244801902525152,4.5853644884394775,4.653206657597412,33.61590287233023,15.21759512937595
-1.12,100,0.78,5,7.244801902525152,5.2634769568813935,5.233944317436283,59.303744731763025,21.35931623931624
-1.12,500,0.72,5,7.244801902525152,6.323877628925265,6.320092007507776,212.6004356357722,30.217280966767365
-1.12,1000,0.66,5,7.244801902525152,6.663080349905785,6.658906417897665,360.53001654855234,49.347853624208305
-1.12,2000,0.6,5,7.244801902525152,6.948503086424445,6.9423632838595575,598.0809538692131,82.18080601092896
-1.12,50,0.84,6,7.24174980233965,4.694892742259606,4.675789028845869,33.75232711921226,15.08873604826546
-1.12,100,0.78,6,7.24174980233965,5.126267174881225,5.263645307947088,59.40016495233008,21.647391774891776
-1.12,500,0.72,6,7.24174980233965,6.27985205419171,6.331330184163938,210.18875103110557,31.198348909657316
-1.12,1000,0.66,6,7.24174980233965,6.727343357869202,6.6693167621629135,352.68180164485483,51.12801658163265
